numero_commande;transporteur;lien_tracking;date_prevue;statut_brut;statut_normalise;jours_retard;date_extraction
FR26273;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26273;;[ERREUR: Error];En cours;0;2026-07-17 19:09
FR26262;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07302307;;;À vérifier;0;2026-07-17 19:10
FR26260;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26260;;[ERREUR: Error];En cours;0;2026-07-17 19:10
FR26269;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26269;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:10
FR26265;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26265;;[ERREUR: Error];En cours;0;2026-07-17 19:11
SA26063;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07310747;;;À vérifier;0;2026-07-17 19:11
SA26064;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07310749;;;À vérifier;0;2026-07-17 19:11
EX26047b;CHA;;;;À vérifier;0;2026-07-17 19:11
SA26062;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07306952;;Livré;Livré;0;2026-07-17 19:11
SA26055;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07304231;;;À vérifier;0;2026-07-17 19:11
SAMA26034;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26034;;[ERREUR: Error];En cours;0;2026-07-17 19:11
SAMA26033;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26033;;[ERREUR: Error];En cours;0;2026-07-17 19:12
FR26266;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26266;;[ERREUR: Error];En cours;0;2026-07-17 19:12
SA26065;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=FgEgyg53eXfNYcUdw;;Livré;Livré;0;2026-07-17 19:12
FR26279;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07324285;;;À vérifier;0;2026-07-17 19:12
FR26271;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=CMWIsUjVXBEnT5lmm;;Livré;Livré;0;2026-07-17 19:13
FR26270;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=bsanqKp2iSa99gm6e;;Livré;Livré;0;2026-07-17 19:13
FR26264;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=hUpoGwciYaQJVy4MX;;Livré;Livré;0;2026-07-17 19:13
SAMA26025;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26025;;[ERREUR: Error];En cours;0;2026-07-17 19:13
FR26272;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26272;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:13
FR26275;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26275;;[ERREUR: Error];En cours;0;2026-07-17 19:13
FR26277c;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26277c;;[ERREUR: Error];En cours;0;2026-07-17 19:14
FR26274;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26274;;[ERREUR: Error];En cours;0;2026-07-17 19:14
FR26283;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26283;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:15
SA26067;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=seRa8ncTILKMm6hg3;;Livré;Livré;0;2026-07-17 19:15
SA26069;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26069;;[ERREUR: Error];En cours;0;2026-07-17 19:15
FR26287;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07328069;;;À vérifier;0;2026-07-17 19:15
FR26284;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26284;;[ERREUR: Error];En cours;0;2026-07-17 19:15
SA26068;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07328067;;;À vérifier;0;2026-07-17 19:16
FR26296;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26296;;[ERREUR: Error];En cours;0;2026-07-17 19:16
FR26289;EVT;;;;À vérifier;0;2026-07-17 19:16
FR26285;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=XOplbES1zcEgWw1XH;;Livré;Livré;0;2026-07-17 19:16
FR26286;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=6tSEpj6vyq8vRLH1Y;;Livré;Livré;0;2026-07-17 19:16
SAMA26035;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=HojnIQyO5aE6ojlDO;;Livré;Livré;0;2026-07-17 19:16
SA26075;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26075;;[ERREUR: Error];En cours;0;2026-07-17 19:16
FR26290;UPS;;;;À vérifier;0;2026-07-17 19:16
SA26070;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07335809;;;À vérifier;0;2026-07-17 19:16
FR26295;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26295;;[ERREUR: Error];En cours;0;2026-07-17 19:16
FR26292;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26292;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:17
FR26294;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26294;;[ERREUR: Error];En cours;0;2026-07-17 19:17
SA26076;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26076;;[ERREUR: Error];En cours;0;2026-07-17 19:18
FR26288;HEP;https://myportal.heppner-group.com/tracking/RlIyNjI4OCYzMzEyNyZGUg%3D%3D;;livré;Livré;0;2026-07-17 19:18
FR26299b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26299b;;[ERREUR: Error];En cours;0;2026-07-17 19:18
FR26258;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=OczNH5DiP6W65AwdL;;Livré;Livré;0;2026-07-17 19:18
SA26079;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26079;;[ERREUR: Error];En cours;0;2026-07-17 19:18
FR26293;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07331614;;;À vérifier;0;2026-07-17 19:18
SA26080;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26080;;[ERREUR: Error];En cours;0;2026-07-17 19:19
SA26071;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07335811;;Livré;Livré;0;2026-07-17 19:19
FR26291;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07330015;;Livré;Livré;0;2026-07-17 19:19
SA26081;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26081;;[ERREUR: Error];En cours;0;2026-07-17 19:19
FR26300;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26300;;[ERREUR: Error];En cours;0;2026-07-17 19:20
FR26298;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=siKX3IGP1NdFgb2ME;;Livré;Livré;0;2026-07-17 19:20
FR26302;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26302;;[ERREUR: Error];En cours;0;2026-07-17 19:20
FR26318;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26318;;[ERREUR: Error];En cours;0;2026-07-17 19:20
FR26315b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26315b;;[ERREUR: Error];En cours;0;2026-07-17 19:21
FR26310;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26310;;[ERREUR: Error];En cours;0;2026-07-17 19:21
SA26083;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=VsLQ0yIEDzTPRVKjq;;Livré;Livré;0;2026-07-17 19:21
SA26077;JOY;;;;À vérifier;0;2026-07-17 19:21
FR26297;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=WaybillNo&refNumber=07335801;;Livré;Livré;0;2026-07-17 19:21
FR26316b;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=klHhH9zVzqpkRcqw2;;livré;Livré;0;2026-07-17 19:21
FR26303;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=J8xqbbeNSQTxWoLGr;;Livré;Livré;0;2026-07-17 19:22
FR26304;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=P1GoEyzB7IZZ1MCnS;;livré;Livré;0;2026-07-17 19:22
FR26256;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26256;;[ERREUR: Error];En cours;0;2026-07-17 19:22
SA26073;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26073;;[ERREUR: Error];En cours;0;2026-07-17 19:22
FR26308b;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=doGxsVHEEd6DdWJMc;;Livré;Livré;0;2026-07-17 19:22
EX26053;AMC;;;;À vérifier;0;2026-07-17 19:22
FR26338;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26338;;[ERREUR: Error];En cours;0;2026-07-17 19:23
SA26066;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=M5YT5TPNJxsDJTADI;;livré;Livré;0;2026-07-17 19:23
FR26309;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=1FiKA87n0yd0JiIJI;;Livré;Livré;0;2026-07-17 19:23
FR26313;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26313;;[ERREUR: Error];En cours;0;2026-07-17 19:23
FR26312;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26312;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:24
FR26325;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=Ll0RohYI33s4Tn3i7;;Livré;Livré;0;2026-07-17 19:24
FR26349;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26349;;[ERREUR: Error];En cours;0;2026-07-17 19:24
FR26311;HEP;https://myportal.heppner-group.com/tracking/RlIyNjMxMSYzMzcwMCZGUg%3D%3D;;livré;Livré;0;2026-07-17 19:24
FR26321;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=rcIBn6w9b0eGLaC04;;Livré;Livré;0;2026-07-17 19:24
FR26326;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=L6h6mns8Z3x34idQ1;;Livré;Livré;0;2026-07-17 19:24
SA26085;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=wUseG8kCjz0WtiQJi;;livré;Livré;0;2026-07-17 19:24
FR26329;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26329;;[ERREUR: Error];En cours;0;2026-07-17 19:25
SA26084;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26084;;[ERREUR: Error];En cours;0;2026-07-17 19:25
FR26327;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=XlmbDmIX77GGYwirW;;Livré;Livré;0;2026-07-17 19:25
FR26324;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=GVBAn6cDcAlVaCWJs;;Livré;Livré;0;2026-07-17 19:25
FR26331;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26331;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:26
FR26337;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26337;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:26
FR26344;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26344;;[ERREUR: Error];En cours;0;2026-07-17 19:27
FR26330;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=fNpxCsXUy0e6FG3y7;;Livré;Livré;0;2026-07-17 19:27
FR26314;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26314;;[ERREUR: Error];En cours;0;2026-07-17 19:27
FR26323;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26323;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:27
SA26074;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26074;;[ERREUR: Error];En cours;0;2026-07-17 19:28
SA26086;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=CBiRRw3Od946W6JA8;;Livré;Livré;0;2026-07-17 19:28
FR26335;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=k5sPL01zlzmE8P8kl;;Livré;Livré;0;2026-07-17 19:28
FR26336;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=qQEDjBH6rocTKTeHK;;livré;Livré;0;2026-07-17 19:28
FR26339b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26339b;;[ERREUR: Error];En cours;0;2026-07-17 19:28
FR26347;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26347;;[ERREUR: Error];En cours;0;2026-07-17 19:29
FR26348b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26348b;;[ERREUR: Error];En cours;0;2026-07-17 19:29
FR26317;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=I6WJbLKmMqwstCTyJ;;livré;Livré;0;2026-07-17 19:29
EX26059;LEN;;;;À vérifier;0;2026-07-17 19:29
FR26340;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=cAgkoycLsWcIwHPLq;;Livré;Livré;0;2026-07-17 19:29
FR26350;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=HqlMUN4HbPi3J6kul;;livré;Livré;0;2026-07-17 19:29
FR26356;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26356;;[ERREUR: Error];En cours;0;2026-07-17 19:30
FR26359;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=cjifuj0BPtYqO95MD;;Livré;Livré;0;2026-07-17 19:30
FR26355;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26355;;[ERREUR: Error];En cours;0;2026-07-17 19:30
FR26365;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26365;;[ERREUR: Error];En cours;0;2026-07-17 19:30
SAMA26042;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26042;;[ERREUR: Error];En cours;0;2026-07-17 19:31
FR26305b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26305b;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:31
FR26364;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26364;;[ERREUR: Error];En cours;0;2026-07-17 19:32
SAMA26040b;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=PP8flnYKhUByXc04u;;Livré;Livré;0;2026-07-17 19:32
FR26368;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26368;;[ERREUR: Error];En cours;0;2026-07-17 19:32
FR26351;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=qpagMMMrfBbUrWYzs;;Livré;Livré;0;2026-07-17 19:32
FR26361;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26361;;[ERREUR: Error];En cours;0;2026-07-17 19:33
SAMA26041;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=N6i0NCbblVGeN0s54;;livré;Livré;0;2026-07-17 19:33
FR26370;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26370;;[ERREUR: Error];En cours;0;2026-07-17 19:33
SAMA26037;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26037;;[ERREUR: Error];En cours;0;2026-07-17 19:33
FR26371;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26371;;[ERREUR: Error];En cours;0;2026-07-17 19:34
FR26379;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=Ggewf24rsUQwFaVcl;;Livré;Livré;0;2026-07-17 19:34
FR26383;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=BwvDiJaexBLQh87f9;;Livré;Livré;0;2026-07-17 19:34
FR26380;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=46FZeq7wdYaM54IK6;;Livré;Livré;0;2026-07-17 19:34
FR26373;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26373;;[ERREUR: Error];En cours;0;2026-07-17 19:34
FR26372;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=Yh4FhApFtuY9OC4Ra;;livré;Livré;0;2026-07-17 19:34
SAMA26039;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26039;;[ERREUR: Error];En cours;0;2026-07-17 19:34
SA26095;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SA26095;;[ERREUR: Error];En cours;0;2026-07-17 19:35
FR26391;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=NoQk4pHAlssqR8tTd;;Livré;Livré;0;2026-07-17 19:35
FR26385b;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=mogXHoPvznADkKhUd;;livré;Livré;0;2026-07-17 19:35
FR26390;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=KXwE2xOJX4EMxfmkU;;Livré;Livré;0;2026-07-17 19:35
FR26392;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26392;;[ERREUR: Error];En cours;0;2026-07-17 19:35
FR26393;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26393;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:36
SA26093;DHL;;;;À vérifier;0;2026-07-17 19:36
FR26395;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=7eNJpb69pldzQVMVN;;Livré;Livré;0;2026-07-17 19:36
FR26387;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=LkOKu0Cy7EI3yKILv;;livré;Livré;0;2026-07-17 19:36
SAMA26044;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=xaUO0oOEV5gBA6wJV;;Retour/réexpédition sur instruction ( 28/04/2026 à 14h55:39 ) Code produit : LIV Libellé produit : LIVRAISON Rendez-vous pris le 27/04/2026;Incident;0;2026-07-17 19:36
SA26094;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=IDUkJ7OAZbmgtRGNJ;;Livré;Livré;0;2026-07-17 19:36
SAMA26043;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=vp5a92N0gqBch9JEu;;Livré;Livré;0;2026-07-17 19:36
SA26098;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=wTyH9J0Sr3hV6Hu0t;;Livré;Livré;0;2026-07-17 19:36
SA26096;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=5E35jU8i3jpObJttU;;Livré;Livré;0;2026-07-17 19:37
FR26407;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26407;;[ERREUR: Error];En cours;0;2026-07-17 19:37
FR26413;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26413;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:37
FR26396;COU;;;;À vérifier;0;2026-07-17 19:37
SA26099b;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=sPERWWJ1vvdf0EYV0;;Livré;Livré;0;2026-07-17 19:37
FR26400;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26400;;[ERREUR: Error];En cours;0;2026-07-17 19:37
FR26422;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26422;;[ERREUR: Error];En cours;0;2026-07-17 19:38
EXSA26046b;UPS;https://www.ups.com/track?loc=fr_FR&tracknum=1Z4V5E800409587734&requester=UPSHome/trackdetails;;[ERREUR: Error];En cours;0;2026-07-17 19:38
FR26404;JOY;;;;À vérifier;0;2026-07-17 19:38
RAFR26316b;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=sWJpfwwS4aS97jCeR;;Livré;Livré;0;2026-07-17 19:38
FR26399b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26399b;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:38
SAMA26047b;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26047b;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:39
FR26406;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=gpl1lfLPuelPTJUwQ;;Livré;Livré;0;2026-07-17 19:39
FR26421;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=SNY3kuUJgswVS3lB4;;Livré;Livré;0;2026-07-17 19:39
FR26410;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=yJ3osHhlRdUDlhCQA;;Livré;Livré;0;2026-07-17 19:39
FR26423;UPS;;;;À vérifier;0;2026-07-17 19:39
FR26424;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=lgYwjXrDLZSL9cDxR;;Livré;Livré;0;2026-07-17 19:39
FR26353;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=WCWwMoygxWbgPsDjW;;Livré;Livré;0;2026-07-17 19:39
FR26354;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=0cPY1ZCcitZdPXMSK;;Livré;Livré;0;2026-07-17 19:39
FR26369;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26369;;[ERREUR: Error];En cours;0;2026-07-17 19:40
FR26412;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=uwygvPFAlDpBJWLMi;;Livré;Livré;0;2026-07-17 19:40
FR26397;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=qYkRnzdCOr3BxjY8i;;livré;Livré;0;2026-07-17 19:40
FR26417;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26417;;[ERREUR: Error];En cours;0;2026-07-17 19:40
FR26418;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26418;;[ERREUR: Error];En cours;0;2026-07-17 19:40
FR26394;VCV;http://vcv.teliway.com/suivicolis-0b31d1c81c2f29eaf6c8333d3f5ccaf8-VEO-FBL&sReference=97ziUimbXtl952JV9;;Livré;Livré;0;2026-07-17 19:41
FR26409;HEP;https://myportal.heppner-group.com/tracking/RlIyNjQwOSYxMTAwMCZGUg%3D%3D;;livré;Livré;0;2026-07-17 19:41
FR26411;HEP;https://myportal.heppner-group.com/tracking/RlIyNjQxMSYzMzgwMCZGUg%3D%3D;;livré;Livré;0;2026-07-17 19:41
FR26415;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=FR26415;;[ERREUR: TimeoutError];En cours;0;2026-07-17 19:41
FR26437;JOY;https://eschenker.dbschenker.com/app/tracking-public/?language_region=fr-FR_FR&refType=ShippersRefNo&uiMode=&refNumber=AUoE0eVlkchWFn0dW;;Livré;Livré;0;2026-07-17 19:41
SAMA26045;SPD;https://www.speed-distribution.fr/veolog?code=3016612090015FBL&tn=SAMA26045;;[ERREUR: Error];En cours;0;2026-07-17 19:42
